99,0,0,9,81,4,16,3,9,2708,23522
80,0,0,9,81,4,16,3,9,2758,23086
91,0,0,10,100,4,16,3,9,3788,23958
0,0,0,10,100,4,16,3,9,2554,36590
76,0,0,9,81,4,16,3,9,3342,22216
90,0,0,10,100,4,16,3,9,2554,36590
80,0,0,12,144,3,9,3,9,4296,40075
108,0,0,9,81,4,16,4,16,2914,22651
85,0,0,9,81,4,16,3,9,5425,23522
91,0,0,8,64,4,16,3,9,3336,23958
0,0,0,9,81,4,16,3,9,5425,23522
47,0,0,8,64,4,16,4,16,3828,23086
90,0,0,8,64,4,16,3,9,2508,22651
0,0,0,9,81,4,16,3,9,5425,23522
91,0,0,8,64,4,16,3,9,1944,23522
80,0,0,9,81,4,16,3,9,4928,23086
100,0,0,9,81,4,16,4,16,4640,23522
90,0,0,8,64,4,16,3,9,2506,24394
0,0,0,8,64,4,16,3,9,2764,40510
76,0,0,7,49,3,9,3,9,2536,22215
100,0,0,7,49,3,9,3,9,2484,22215
0,0,0,8,64,4,16,3,9,2764,40510
100,0,0,7,49,3,9,3,9,1832,10890
89,0,0,8,64,4,16,3,9,2400,7405
0,0,0,7,49,3,9,3,9,1984,2613
95,0,0,7,49,3,9,3,9,1984,2613
0,0,0,8,64,4,16,3,9,2870,111949
47,0,0,8,64,4,16,3,9,2870,111949
228,0,0,7,49,4,16,3,9,2060,46781
90,0,0,7,49,4,16,3,9,2060,46781
0,0,0,5,25,4,16,3,9,2434,17990
0,0,0,9,81,4,16,3,9,2584,17764
0,0,0,6,36,3,9,3,9,1690,21760
92,0,0,6,36,3,9,2,4,1655,12196
98,0,0,7,49,3,9,3,9,1744,12411
0,0,0,8,64,4,16,3,9,2996,35570
320,0,0,8,64,4,16,3,9,2996,35570
0,0,0,9,81,5,25,3,9,2710,28006
65,0,0,10,100,4,16,3,9,4053,17419
29,0,0,9,81,4,16,3,9,2763,17094
80,0,0,9,81,4,16,3,9,2953,15497
95,0,0,8,64,4,16,3,9,2388,15000
95,0,0,8,64,4,16,3,9,2331,16785
90,0,0,10,100,4,16,3,9,3467,15600
0,0,0,9,81,4,16,3,9,3179,15501
74,0,0,12,144,5,25,4,16,4128,56628
325,0,0,9,81,4,16,3,9,2962,118919
85,0,0,9,81,4,16,3,9,2962,118919
80,0,0,8,64,4,16,3,9,2128,11761
0,0,0,9,81,4,16,3,9,3836,145055
0,0,0,9,81,4,16,3,9,3039,102801
0,0,0,9,81,4,16,3,9,2544,66800
0,0,0,9,81,4,16,3,9,2544,66800
54,0,0,10,100,4,16,4,16,4162,125452
0,0,0,8,64,4,16,3,9,2376,72719
0,0,0,7,49,3,9,2,4,1855,36800
90,0,0,8,64,4,16,3,9,2376,50011
80,0,0,8,64,4,16,3,9,2376,65505
80,0,0,8,64,4,16,3,9,2376,58808
90,0,0,9,81,4,16,3,9,3150,87120
80,0,0,8,64,4,16,3,9,2956,60278
0,0,0,8,64,4,16,3,9,2956,60271
0,0,0,9,81,4,16,4,16,3178,12375
104,0,0,6,36,3,9,3,9,1940,2750
90,0,0,7,49,3,9,3,9,1794,2750
80,0,0,6,36,3,9,3,9,1512,5958
80,0,0,10,100,4,16,4,16,3650,19801
90,0,0,9,81,4,16,3,9,3146,11761
100,0,0,6,36,3,9,3,9,2093,6979
98,0,0,6,36,3,9,3,9,1524,6597
93,0,0,8,64,4,16,3,9,2241,21344
98,0,0,7,49,3,9,3,9,2248,2750
98,0,0,6,36,3,9,3,9,1424,2751
97,0,0,9,81,4,16,4,16,3178,12375
99,0,0,6,36,3,9,3,9,1940,2750
52,0,0,10,100,5,25,4,16,3705,11935
98,0,0,10,100,4,16,3,9,3650,13163
80,0,0,8,64,4,16,3,9,3333,12430
80,0,0,10,100,5,25,4,16,3650,10745
98,0,0,9,81,4,16,4,16,2774,17075
74,0,0,7,49,3,9,3,9,1794,2750
98,0,0,7,49,3,9,3,9,1806,7438
92,0,0,9,81,4,16,4,16,3178,12375
0,0,0,6,36,3,9,3,9,1680,12029
73,0,0,9,81,4,16,3,9,2562,17686
0,0,0,8,64,4,16,3,9,2427,29810
88,0,0,9,81,4,16,3,9,2591,16117
0,0,0,9,81,4,16,3,9,2659,23086
95,0,0,9,81,4,16,3,9,3089,15358
88,0,0,7,49,3,9,3,9,2947,15745
0,0,0,10,100,4,16,3,9,3822,23173
90,0,0,9,81,4,16,3,9,2496,25714
0,0,0,9,81,4,16,3,9,3038,13489
75,0,0,10,100,4,16,3,9,2668,14810
90,0,0,9,81,4,16,3,9,2495,12827
93,0,0,8,64,4,16,3,9,2852,34365
85,0,0,9,81,4,16,3,9,3544,14162
0,0,0,9,81,4,16,3,9,3093,17823
90,0,0,9,81,4,16,3,9,2682,16015
87,0,0,9,81,4,16,3,9,3749,15040
0,0,0,9,81,4,16,3,9,4118,23991
0,0,0,8,64,4,16,3,9,2522,30000
80,0,0,9,81,4,16,3,9,2795,17340
90,0,0,9,81,4,16,3,9,2967,16117
90,0,0,9,81,4,16,3,9,2656,14801
0,0,0,9,81,4,16,3,9,2700,18800
80,0,0,9,81,4,16,3,9,2496,23439
0,0,0,9,81,4,16,3,9,3051,16358
95,0,0,9,81,4,16,3,9,2616,17181
80,0,0,10,100,5,25,3,9,2872,24122
0,0,0,9,81,4,16,3,9,2550,25000
79,0,0,9,81,4,16,3,9,2824,24883
90,0,0,9,81,4,16,3,9,2967,16117
92,0,0,9,81,4,16,3,9,2543,139828
65,0,0,8,64,4,16,3,9,2725,15006
0,0,0,8,64,4,16,3,9,2436,15328
95,0,0,9,81,4,16,3,9,3139,17809
0,0,0,9,81,4,16,3,9,2706,22326
80,0,0,9,81,4,16,3,9,2891,16117
0,0,0,10,100,4,16,4,16,4217,15155
80,0,0,9,81,4,16,3,9,2949,15113
95,0,0,12,144,4,16,3,9,3429,18295
49,0,0,9,81,4,16,3,9,2958,22600
88,0,0,9,81,4,16,3,9,2299,25232
90,0,0,8,64,4,16,3,9,2206,8280
29,0,0,10,100,4,16,3,9,2849,9147
100,0,0,8,64,4,16,3,9,1700,8280
0,0,0,9,81,4,16,4,16,3848,9147
98,0,0,9,81,4,16,3,9,2875,7500
90,0,0,9,81,4,16,3,9,2869,6840
0,0,0,9,81,4,16,3,9,3066,7000
0,0,0,8,64,4,16,3,9,2446,6085
80,0,0,8,64,4,16,3,9,2556,8280
0,0,0,9,81,4,16,3,9,2914,29725
89,0,0,9,81,4,16,3,9,2527,7214
80,0,0,10,100,5,25,3,9,2296,8945
71,0,0,9,81,4,16,3,9,2580,7000
0,0,0,8,64,4,16,3,9,2780,12448
95,0,0,8,64,4,16,3,9,2730,6803
0,0,0,8,64,4,16,3,9,2268,6000
0,0,0,7,49,4,16,3,9,2230,6000
78,0,0,8,64,4,16,3,9,2376,6399
95,0,0,8,64,4,16,3,9,2316,3650
37,0,0,8,64,4,16,3,9,1956,6000
68,0,0,9,81,4,16,3,9,2136,8280
0,0,0,8,64,4,16,3,9,2727,8050
80,0,0,8,64,4,16,3,9,4168,9265
100,0,0,9,81,4,16,3,9,3172,6400
95,0,0,10,100,4,16,3,9,3017,10589
80,0,0,8,64,4,16,3,9,2727,8050
95,0,0,10,100,4,16,3,9,3331,9147
103,0,0,8,64,4,16,3,9,2282,8050
100,0,0,8,64,4,16,3,9,2284,6168
98,0,0,8,64,4,16,3,9,2380,8050
80,0,0,9,81,4,16,3,9,2816,9583
59,0,0,10,100,4,16,4,16,3614,8280
80,0,0,8,64,4,16,3,9,2172,8280
90,0,0,11,121,4,16,3,9,3731,9147
90,0,0,9,81,4,16,3,9,2571,10699
0,0,0,10,100,4,16,3,9,3776,9583
0,0,0,9,81,4,16,3,9,2829,8031
100,0,0,9,81,4,16,4,16,2252,8280
98,0,0,9,81,4,16,3,9,2917,9147
95,0,0,9,81,4,16,3,9,2660,9147
95,0,0,8,64,4,16,3,9,2522,8594
87,0,0,8,64,4,16,3,9,3182,8050
80,0,0,10,100,4,16,4,16,3399,8280
80,0,0,8,64,4,16,3,9,2426,6400
0,0,0,9,81,4,16,3,9,3730,8280
80,0,0,10,100,4,16,4,16,3131,8280
80,0,0,10,100,4,16,3,9,2414,8280
55,0,0,8,64,4,16,3,9,2380,8344
0,0,0,8,64,4,16,3,9,2284,7106
0,0,0,9,81,4,16,3,9,2654,10131
27,0,0,8,64,4,16,3,9,2545,6697
0,0,0,9,81,4,16,3,9,2726,6969
0,0,0,6,36,3,9,3,9,1628,8406
0,0,0,8,64,4,16,3,9,2396,7468
80,0,0,8,64,4,16,3,9,1950,8330
99,0,0,8,64,4,16,3,9,2268,7000
95,0,0,8,64,4,16,3,9,3154,7675
80,0,0,10,100,4,16,3,9,2849,8298
100,0,0,8,64,4,16,3,9,2160,8050
0,0,0,9,81,4,16,3,9,2857,9147
72,0,0,9,81,4,16,4,16,3867,9375
0,0,0,8,64,4,16,3,9,2073,8280
0,0,0,9,81,4,16,3,9,2884,10396
100,0,0,8,64,4,16,3,9,2886,8290
100,0,0,7,49,4,16,3,9,2230,6400
0,0,0,9,81,4,16,3,9,2283,9147
69,0,0,10,100,4,16,3,9,3127,9583
0,0,0,9,81,4,16,3,9,3206,8280
82,0,0,8,64,4,16,3,9,2470,6132
95,0,0,8,64,4,16,3,9,2375,31875
174,0,0,8,64,4,16,3,9,2375,31875
0,0,0,9,81,4,16,3,9,2875,7500
0,0,0,9,81,4,16,3,9,3376,11774
90,0,0,8,64,4,16,3,9,1910,11654
95,0,0,9,81,4,16,3,9,2716,7156
95,0,0,8,64,4,16,3,9,2422,7375
0,0,0,8,64,4,16,3,9,2100,7000
60,0,0,9,81,4,16,4,16,4078,10018
0,0,0,10,100,4,16,3,9,2849,8050
99,0,0,0,0,0,0,0,0,2941,8269
0,0,0,10,100,4,16,3,9,2761,8312
0,0,0,9,81,4,16,3,9,2524,7023
0,0,0,8,64,4,16,3,9,2380,7375
72,0,0,8,64,4,16,3,9,3084,7394
90,0,0,8,64,4,16,3,9,2270,6394
0,0,0,8,64,4,16,3,9,2327,7000
80,0,0,8,64,4,16,3,9,2256,8857
0,0,0,9,81,4,16,3,9,2914,29725
95,0,0,8,64,4,16,3,9,2470,6000
100,0,0,7,49,4,16,3,9,2160,8050
80,0,0,8,64,4,16,3,9,2240,8828
90,0,0,8,64,4,16,3,9,2440,8280
99,0,0,8,64,4,16,3,9,2210,7000
0,0,0,9,81,4,16,3,9,2108,8280
0,0,0,9,81,4,16,3,9,2541,9147
0,0,0,8,64,4,16,3,9,2070,8188
80,0,0,8,64,4,16,3,9,2628,8092
0,0,0,11,121,4,16,3,9,3719,9583
95,0,0,8,64,4,16,3,9,2352,7000
95,0,0,8,64,4,16,3,9,2240,6969
0,0,0,9,81,4,16,3,9,2995,9147
99,0,0,8,64,4,16,3,9,3230,6944
0,0,0,10,100,4,16,4,16,2678,8280
100,0,0,9,81,4,16,3,9,2801,9147
80,0,0,8,64,4,16,3,9,2812,10413
0,0,0,9,81,4,16,3,9,2704,6937
80,0,0,9,81,4,16,3,9,2900,9360
50,0,0,10,100,4,16,4,16,2406,8801
80,0,0,8,64,4,16,3,9,2508,16449
0,0,0,9,81,4,16,3,9,2554,20957
80,0,0,9,81,4,16,4,16,4141,87555
80,0,0,9,81,4,16,3,9,3441,32629
73,0,0,8,64,4,16,3,9,2424,8183
90,0,0,7,49,3,9,3,9,2389,8625
0,0,0,8,64,4,16,3,9,2644,17600
66,0,0,8,64,4,16,3,9,2432,17500
82,0,0,8,64,4,16,3,9,2450,17500
55,0,0,9,81,4,16,3,9,2563,8814
85,0,0,8,64,4,16,3,9,2124,12404
95,0,0,9,81,4,16,3,9,2647,8411
68,0,0,9,81,4,16,3,9,3887,11122
0,0,0,9,81,4,16,3,9,2563,8628
74,0,0,7,49,3,9,2,4,2441,10125
85,0,0,8,64,4,16,3,9,2691,17500
77,0,0,9,81,4,16,3,9,2500,12806
90,0,0,8,64,4,16,3,9,2574,17578
0,0,0,10,100,4,16,3,9,3320,17500
0,0,0,8,64,4,16,3,9,2699,17500
0,0,0,8,64,4,16,3,9,2930,9147
90,0,0,8,64,3,9,3,9,2453,10936
0,0,0,9,81,4,16,3,9,3882,10135
62,0,0,9,81,4,16,3,9,2659,13597
66,0,0,10,100,4,16,3,9,3040,15852
120,0,0,7,49,3,9,3,9,3418,8625
74,0,0,8,64,4,16,3,9,2687,16479
80,0,0,8,64,4,16,3,9,2641,15840
80,0,0,9,81,4,16,3,9,2842,18605
80,0,0,7,49,3,9,3,9,2456,9147
80,0,0,9,81,4,16,3,9,3056,17912
80,0,0,9,81,4,16,3,9,3748,13505
0,0,0,9,81,4,16,3,9,2400,9583
80,0,0,9,81,4,16,3,9,2843,9147
92,0,0,9,81,4,16,3,9,2659,8365
69,0,0,7,49,3,9,3,9,2424,10702
0,0,0,7,49,3,9,3,9,2448,7980
95,0,0,8,64,4,16,3,9,2498,8625
90,0,0,10,100,4,16,3,9,3022,11259
0,0,0,9,81,4,16,3,9,3490,8781
79,0,0,11,121,4,16,3,9,3074,13935
95,0,0,9,81,4,16,3,9,2900,15186
100,0,0,8,64,4,16,3,9,2687,8712
80,0,0,12,144,5,25,4,16,3920,12015
0,0,0,7,49,3,9,3,9,2368,8540
89,0,0,8,64,4,16,3,9,2240,12462
0,0,0,8,64,3,9,3,9,3894,8517
90,0,0,9,81,4,16,3,9,2882,11386
0,0,0,8,64,4,16,3,9,2920,10009
32,0,0,8,64,4,16,3,9,2456,8712
95,0,0,8,64,4,16,3,9,2564,9583
26,0,0,9,81,4,16,3,9,3056,13413
0,0,0,8,64,4,16,3,9,2400,12000
0,0,0,9,81,4,16,3,9,2942,9147
90,0,0,7,49,3,9,3,9,2272,11451
80,0,0,9,81,4,16,3,9,3529,17500
0,0,0,10,100,4,16,4,16,3166,8800
0,0,0,10,100,4,16,3,9,3008,10514
80,0,0,9,81,4,16,3,9,2944,12444
95,0,0,7,49,3,9,3,9,2118,10216
69,0,0,10,100,4,16,3,9,2954,10188
80,0,0,8,64,4,16,3,9,2699,10063
0,0,0,8,64,4,16,3,9,2389,10461
58,0,0,8,64,4,16,3,9,2456,9583
97,0,0,10,100,4,16,4,16,3166,8800
95,0,0,8,64,4,16,3,9,2669,14486
0,0,0,7,49,3,9,3,9,2118,8380
76,0,0,8,64,4,16,3,9,2623,8625
0,0,0,10,100,5,25,3,9,3152,15681
80,0,0,9,81,3,9,3,9,2920,11723
80,0,0,8,64,4,16,3,9,2699,8276
0,0,0,10,100,4,16,3,9,3079,17424
95,0,0,9,81,3,9,3,9,2864,9147
0,0,0,7,49,3,9,3,9,2424,8617
80,0,0,7,49,3,9,3,9,2438,9147
80,0,0,9,81,4,16,3,9,2599,11761
0,0,0,7,49,3,9,3,9,2336,15131
85,0,0,9,81,4,16,3,9,2671,8560
0,0,0,7,49,3,9,3,9,3210,11204
80,0,0,9,81,4,16,3,9,2647,8843
90,0,0,13,169,5,25,4,16,3980,12806
79,0,0,7,49,3,9,3,9,2272,8062
83,0,0,6,36,3,9,3,9,2327,8475
90,0,0,7,49,3,9,3,9,2118,8625
80,0,0,9,81,5,25,4,16,2964,16552
0,0,0,9,81,4,16,3,9,2976,10166
88,0,0,7,49,3,9,3,9,2118,9583
74,0,0,8,64,4,16,3,9,2454,8695
0,0,0,9,81,4,16,3,9,2770,8712
90,0,0,9,81,4,16,3,9,2824,7971
0,0,0,7,49,3,9,3,9,2112,12924
72,0,0,8,64,4,16,3,9,2434,8712
0,0,0,7,49,3,9,3,9,2142,8208
80,0,0,7,49,3,9,3,9,2299,8831
0,0,0,9,81,4,16,3,9,3063,13241
59,0,0,8,64,3,9,3,9,2409,9321
90,0,0,9,81,4,16,3,9,3137,18864
0,0,0,9,81,4,16,3,9,4478,17170
95,0,0,9,81,4,16,3,9,2659,9147
49,0,0,7,49,3,9,2,4,2493,8165
0,0,0,7,49,3,9,3,9,2389,8208
82,0,0,7,49,3,9,3,9,2405,8208
42,0,0,7,49,3,9,3,9,2769,8625
80,0,0,7,49,3,9,2,4,2428,8940
0,0,0,7,49,3,9,3,9,2424,8617
0,0,0,7,49,3,9,3,9,2428,8208
90,0,0,8,64,4,16,3,9,2699,8262
90,0,0,8,64,3,9,3,9,3425,11259
0,0,0,7,49,3,9,3,9,2434,11594
0,0,0,7,49,3,9,3,9,2258,8859
75,0,0,9,81,3,9,3,9,2920,12714
73,0,0,7,49,3,9,3,9,2441,8625
0,0,0,7,49,3,9,3,9,2389,9147
87,0,0,8,64,4,16,3,9,2124,10215
67,0,0,10,100,5,25,4,16,2900,101494
80,0,0,9,81,4,16,4,16,3354,15485
95,0,0,10,100,3,9,4,16,3048,15629
90,0,0,10,100,4,16,3,9,2530,16117
39,0,0,9,81,4,16,3,9,3000,14810
0,0,0,11,121,5,25,4,16,4009,36026
0,0,0,11,121,5,25,4,16,4009,36026
0,0,0,9,81,4,16,3,9,2208,30307
95,0,0,10,100,4,16,4,16,3479,17672
91,0,0,10,100,4,16,3,9,4884,18993
0,0,0,11,121,4,16,4,16,3679,27505
51,0,0,10,100,4,16,3,9,4150,20078
0,0,0,10,100,4,16,3,9,2652,15675
80,0,0,10,100,4,16,3,9,3692,15500
90,0,0,9,81,4,16,4,16,3200,40946
87,0,0,8,64,4,16,3,9,2988,15019
93,0,0,9,81,4,16,3,9,2880,16492
100,0,0,10,100,4,16,3,9,2652,15089
79,0,0,9,81,4,16,3,9,2947,15225
90,0,0,10,100,4,16,3,9,3048,16123
65,0,0,9,81,4,16,3,9,3354,15225
84,0,0,10,100,4,16,3,9,4078,24647
73,0,0,10,100,4,16,3,9,4854,15421
80,0,0,9,81,4,16,3,9,3354,15500
90,0,0,10,100,4,16,3,9,2920,20336
80,0,0,10,100,4,16,3,9,3142,21528
95,0,0,11,121,4,16,3,9,4036,16187
93,0,0,8,64,4,16,3,9,2831,19401
67,0,0,9,81,4,16,3,9,3471,17878
90,0,0,10,100,4,16,4,16,3354,17206
0,0,0,10,100,4,16,3,9,3581,18037
80,0,0,9,81,4,16,3,9,3354,17311
100,0,0,9,81,4,16,3,9,3010,17938
95,0,0,9,81,4,16,4,16,3922,18280
65,0,0,9,81,4,16,3,9,2947,17648
67,0,0,9,81,4,16,3,9,3360,15015
88,0,0,10,100,4,16,3,9,3048,31490
57,0,0,9,81,4,16,4,16,3310,22786
72,0,0,10,100,4,16,3,9,2652,16063
95,0,0,9,81,4,16,3,9,3261,27001
0,0,0,9,81,4,16,3,9,3224,25468
79,0,0,9,81,4,16,3,9,2980,19173
239,0,0,8,64,4,16,3,9,2336,20820
0,0,0,10,100,4,16,4,16,3475,21357
80,0,0,13,169,4,16,4,16,4156,12380
102,0,0,8,64,4,16,3,9,1852,18412
93,0,0,9,81,4,16,3,9,2952,15720
0,0,0,8,64,4,16,3,9,2127,15000
80,0,0,8,64,4,16,3,9,2424,6067
0,0,0,9,81,4,16,3,9,2883,6629
85,0,0,7,49,3,9,3,9,1979,4025
0,0,0,7,49,3,9,3,9,2063,4102
90,0,0,7,49,3,9,3,9,2063,4413
49,0,0,6,36,3,9,3,9,1800,4051
90,0,0,8,64,4,16,3,9,2377,6111
80,0,0,8,64,4,16,3,9,2126,6026
95,0,0,7,49,3,9,3,9,2519,4026
98,0,0,8,64,4,16,3,9,2121,6629
95,0,0,9,81,4,16,4,16,3787,6866
36,0,0,8,64,4,16,3,9,2398,6278
0,0,0,7,49,3,9,3,9,1979,4075
98,0,0,8,64,4,16,3,9,2326,7075
0,0,0,7,49,3,9,3,9,1979,5558
95,0,0,7,49,3,9,3,9,2519,4005
97,0,0,6,36,3,9,3,9,1918,7884
98,0,0,7,49,3,9,3,9,1979,4068
0,0,0,7,49,3,9,3,9,2519,9583
90,0,0,9,81,4,16,3,9,2887,6107
89,0,0,8,64,4,16,3,9,2324,6629
80,0,0,8,64,4,16,3,9,2326,6629
100,0,0,9,81,4,16,3,9,2815,6629
90,0,0,9,81,4,16,3,9,2815,6163
65,0,0,8,64,4,16,3,9,2348,6629
80,0,0,7,49,3,9,3,9,1979,5927
0,0,0,7,49,3,9,2,4,2380,22852
95,0,0,8,64,4,16,3,9,2324,6629
0,0,0,7,49,3,9,3,9,2519,7831
98,0,0,7,49,3,9,3,9,2519,5493
0,0,0,8,64,4,16,3,9,2324,6134
0,0,0,6,36,3,9,3,9,1800,4005
78,0,0,7,49,3,9,3,9,2519,4973
90,0,0,7,49,3,9,3,9,2519,4101
0,0,0,7,49,3,9,3,9,1979,4154
46,0,0,7,49,3,9,3,9,2519,5133
95,0,0,9,81,4,16,3,9,2883,6083
0,0,0,9,81,4,16,3,9,2869,6629
95,0,0,8,64,4,16,3,9,2324,6140
80,0,0,8,64,4,16,3,9,3027,6629
91,0,0,7,49,3,9,3,9,1979,4075
0,0,0,7,49,3,9,3,9,1979,4493
0,0,0,7,49,3,9,3,9,1979,4493
80,0,0,8,64,4,16,3,9,2477,6192
90,0,0,7,49,3,9,3,9,1979,5151
58,0,0,6,36,3,9,3,9,1800,4076
0,0,0,7,49,3,9,3,9,1979,5708
87,0,0,7,49,3,9,3,9,1979,5997
289,0,0,8,64,4,16,3,9,2372,19467
90,0,0,8,64,3,9,3,9,2454,4700
93,0,0,7,49,3,9,3,9,1979,7042
0,0,0,9,81,4,16,3,9,3246,6165
0,0,0,7,49,4,16,3,9,2063,4833
295,0,0,8,64,4,16,3,9,2392,24767
80,0,0,7,49,3,9,3,9,1979,5941
95,0,0,8,64,4,16,3,9,2324,6105
0,0,0,8,64,4,16,3,9,2126,6129
80,0,0,9,81,4,16,3,9,2903,6629
90,0,0,9,81,4,16,3,9,2869,6047
0,0,0,6,36,3,9,3,9,2340,4011
95,0,0,7,49,3,9,3,9,1979,4251
50,0,0,9,81,4,16,3,9,3548,6026
80,0,0,9,81,4,16,3,9,2558,16961
90,0,0,8,64,4,16,3,9,2490,18985
90,0,0,8,64,4,16,3,9,2800,44753
0,0,0,9,81,4,16,3,9,3282,23773
90,0,0,8,64,4,16,3,9,2381,14810
80,0,0,8,64,4,16,3,9,2595,24193
0,0,0,9,81,4,16,3,9,2914,15000
80,0,0,9,81,4,16,3,9,2914,15000
74,0,0,11,121,4,16,3,9,3520,14810
98,0,0,9,81,4,16,4,16,2595,14810
78,0,0,8,64,4,16,3,9,2534,15000
80,0,0,8,64,4,16,3,9,2456,15072
92,0,0,9,81,4,16,3,9,2454,15626
190,0,0,6,36,3,9,2,4,2076,15000
80,0,0,6,36,3,9,2,4,1948,15000
0,0,0,7,49,3,9,3,9,2654,15000
95,0,0,9,81,4,16,3,9,2954,15245
90,0,0,9,81,4,16,3,9,2454,17424
91,0,0,10,100,5,25,3,9,3587,18730
0,0,0,9,81,4,16,3,9,2855,15007
85,0,0,9,81,4,16,3,9,2454,15072
73,0,0,9,81,4,16,3,9,3186,20620
80,0,0,9,81,4,16,3,9,2454,18141
0,0,0,6,36,3,9,2,4,2030,15000
214,0,0,8,64,4,16,3,9,2330,15231
93,0,0,9,81,4,16,3,9,2954,16117
278,0,0,8,64,3,9,2,4,2666,18642
207,0,0,8,64,4,16,4,16,2184,15000
89,0,0,9,81,4,16,3,9,2855,15474
186,0,0,6,36,3,9,3,9,1905,20400
80,0,0,9,81,4,16,3,9,3063,22369
98,0,0,10,100,4,16,3,9,2954,19602
0,0,0,8,64,3,9,3,9,2455,16565
95,0,0,9,81,4,16,3,9,2855,15007
76,0,0,9,81,4,16,3,9,3589,15889
98,0,0,9,81,4,16,3,9,2954,18295
0,0,0,8,64,4,16,3,9,2279,26801
231,0,0,7,49,3,9,3,9,1897,15000
0,0,0,9,81,4,16,3,9,2855,14976
87,0,0,9,81,4,16,3,9,3063,18156
0,0,0,8,64,1,1,3,9,2310,17233
90,0,0,9,81,4,16,3,9,2855,15000
0,0,0,10,100,4,16,4,16,2754,17240
193,0,0,7,49,3,9,3,9,2758,15000
0,0,0,7,49,3,9,2,4,1968,15000
80,0,0,9,81,4,16,3,9,3116,24829
63,0,0,8,64,4,16,3,9,2745,10351
0,0,0,7,49,3,9,3,9,1652,8053
245,0,0,9,81,4,16,3,9,3703,174240
89,0,0,6,36,3,9,2,4,1176,2440
0,0,0,6,36,3,9,1,1,1589,14000
80,0,0,9,81,4,16,3,9,2868,64548
0,0,0,8,64,4,16,3,9,3250,61245
0,0,0,9,81,4,16,3,9,3187,84493
62,0,0,10,100,4,16,3,9,3088,80673
90,0,0,8,64,4,16,3,9,2400,43600
95,0,0,9,81,4,16,3,9,2840,95832
84,1,1,11,121,5,25,4,16,5483,43560
